Symbol,expiry_date,fetch_time,Spot Price,ATM Strike,CE OI,CE Chg in OI,CE Volume,CE IV,CE LTP,CE Bid Qty,CE Bid,CE Ask,CE Ask Qty,CE Delta,CE Theta,CE Gamma,CE Vega,Strike Price,PE Bid Qty,PE Bid,PE Ask,PE Ask Qty,PE LTP,PE IV,PE Volume,PE Chg in OI,PE OI,PE Delta,PE Theta,PE Gamma,PE Vega,timestamp
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22400.00,0,0.00,0.00,0,0.00,1.46,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22450.00,0,0.00,0.00,0,0.00,1.43,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22500.00,0,0.00,0.00,0,0.00,1.40,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22550.00,0,0.00,0.00,0,0.00,1.37,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22600.00,0,0.00,0.00,0,0.00,1.34,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22650.00,0,0.00,0.00,0,0.00,1.31,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22700.00,0,0.00,0.00,0,0.00,1.28,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22750.00,0,0.00,0.00,0,0.00,1.26,0,0,0,0.00,0.00,0.00,0.00,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22800.00,375,9.40,15.00,75,11.60,20.06,28725,12150,34500,-0.03,-1.49,0.00,3.51,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22850.00,750,8.50,15.80,150,9.00,18.88,75,0,1050,-0.02,-1.21,0.00,3.05,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22900.00,600,10.30,12.05,375,12.10,19.40,3975,1200,12000,-0.03,-1.52,0.00,3.72,21:12:00
NIFTY,03 JUL,2025-06-12 21:12:22,24888.20,24900,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,22950.00,150,9.00,20.40,150,10.00,18.41,0,0,75,-0.02,-1.30,0.00,3.36,21:12:00
