Symbol,expiry_date,fetch_time,Spot Price,ATM Strike,CE OI,CE Chg in OI,CE Volume,CE IV,CE LTP,CE Bid Qty,CE Bid,CE Ask,CE Ask Qty,CE Delta,CE Theta,CE Gamma,CE Vega,Strike Price,PE Bid Qty,PE Bid,PE Ask,PE Ask Qty,PE LTP,PE IV,PE Volume,PE Chg in OI,PE OI,PE Delta,PE Theta,PE Gamma,PE Vega,timestamp
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,9975,300,450,0.00,2526.40,1725,2262.75,2527.50,75,0.00,0.00,0.00,0.00,22400.00,1050,3.95,6.80,750,9.60,27.17,39375,1650,76425,-0.02,-2.08,0.00,2.31,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,2025,0,0,0.00,2238.10,600,2260.90,2571.25,1725,0.00,0.00,0.00,0.00,22450.00,1050,4.10,6.60,450,8.05,25.99,34650,2475,40875,-0.02,-1.80,0.00,2.09,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,278250,-9900,22425,0.00,2400.10,75,2399.05,2414.95,75,0.00,0.00,0.00,0.00,22500.00,225,5.10,5.55,375,5.55,24.20,749475,-1425,1433250,-0.01,-1.33,0.00,1.66,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,2025,0,0,0.00,2138.35,900,2138.25,2520.00,1725,0.00,0.00,0.00,0.00,22550.00,225,4.85,5.50,450,5.35,23.64,39975,-450,54300,-0.01,-1.28,0.00,1.65,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,14775,0,300,31.18,2407.00,525,2108.60,2327.60,75,0.95,-11.22,0.00,4.90,22600.00,750,4.70,6.30,750,5.65,23.37,211725,-21150,70500,-0.01,-1.33,0.00,1.73,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,2700,0,0,0.00,2233.65,675,2075.10,2390.05,1725,0.00,0.00,0.00,0.00,22650.00,750,5.00,6.90,1500,5.95,23.09,11850,-75,19050,-0.01,-1.38,0.00,1.82,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,16725,0,4500,0.00,2250.00,75,2165.65,2227.10,75,0.00,0.00,0.00,0.00,22700.00,75,5.35,8.50,75,6.15,22.75,150450,-20325,141825,-0.02,-1.41,0.00,1.89,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,1950,0,75,0.00,2191.45,525,1982.50,2272.40,1725,0.00,0.00,0.00,0.00,22750.00,300,5.60,6.75,225,6.55,22.50,27900,10200,45750,-0.02,-1.47,0.00,2.00,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,13575,-1350,1875,0.00,2130.00,150,2100.00,2127.30,75,0.00,0.00,0.00,0.00,22800.00,150,6.20,6.70,750,6.85,22.19,361950,26250,208725,-0.02,-1.52,0.00,2.09,21:12:00
NIFTY,26 JUN,2025-06-12 21:12:17,24888.20,24900,2025,0,75,41.77,2265.00,675,1881.95,2178.75,1725,0.87,-20.60,0.00,10.37,22850.00,900,5.70,8.00,1500,6.90,21.76,32325,-3375,18600,-0.02,-1.52,0.00,2.13,21:12:00
